Código Projeto,Setor,Valor Orçado,Valor Negociado,Desconto Concedido,Data Ativação Lead,Data Início,Data Termino,Cod Responsavel,Status
PA-0249,Compras,R$ 3700.00,R$ 2600.00,R$ 1100.00,19.5.2016,,,1,Aguardando NF
PA-0250,Financeiro,R$ 16000.00,R$ 16000.00,R$ 0.00,19.5.2016,14.6.2016,19.7.2016,9,Finalizado
PA-0251,Comercial,R$ 35900.00,R$ 25100.00,R$ 10800.00,20.5.2016,,,6,EM NEGOCIAÇÃO
PA-0252,Marketing,R$ 35900.00,R$ 35900.00,R$ 0.00,21.5.2016,,,6,Prospecção
PA-0253,Logística,R$ 28100.00,R$ 19700.00,R$ 8400.00,21.5.2016,19.7.2016,,10,Em andamento
PA-0254,Compras,R$ 9200.00,R$ 7400.00,R$ 1800.00,22.5.2016,,,7,Em negociação
PA-0255,Financeiro,R$ 27200.00,R$ 19000.00,R$ 8200.00,23.5.2016,,,1,Aguardando NF
PA-0256,Financeiro,R$ 20200.00,R$ 20200.00,R$ 0.00,23.5.2016,,,10,Prospecção
PA-0257,Financeiro,R$ 14900.00,R$ 11900.00,R$ 3000.00,23.5.2016,,,5,Prospecção
PA-0258,Comercial,R$ 12800.00,R$ 10200.00,R$ 2600.00,23.5.2016,14.6.2016,7.9.2016,5,Finalizado
PA-0259,Compras,R$ 9600.00,R$ 6700.00,R$ 2900.00,23.5.2016,,,8,Prospecção
PA-0260,TI,R$ 28400.00,R$ 19900.00,R$ 8500.00,24.5.2016,,,4,Prospecção
PA-0261,Comercial,R$ 16000.00,R$ 16000.00,,25.5.2016,21.7.2016,,8,Em andamento
PA-0262,Compras,R$ 21300.00,R$ 21300.00,R$ 0.00,25.5.2016,21.6.2016,4.9.2016,3,Finalizado
PA-0263,TI,R$ 32900.00,R$ 32900.00,R$ 0.00,26.5.2016,22.6.2016,,10,Em andamento
PA-0264,TI,R$ 11700.00,R$ 11700.00,R$ 0.00,27.5.2016,,,9,Prospecção
PA-0265,Financeiro,R$ 23100.00,R$ 23100.00,R$ 0.00,27.5.2016,,,10,Em negociação
PA-0266,Marketing,R$ 21700.00,R$ 17400.00,R$ 4300.00,28.5.2016,,,6,Prospecção
PA-0267,Marketing,R$ 35300.00,R$ 35300.00,R$ 0.00,29.5.2016,2.8.2016,3.11.2016,9,Finalizado
PA-0268,Marketing,R$ 4500.00,R$ 3200.00,R$ 1300.00,30.5.2016,,,3,Em negociação
PA-0269,Logística,R$ 35600.00,R$ 35600.00,R$ 0.00,31.5.2016,,,3,Prospecção
PA-0270,Financeiro,R$ 33300.00,R$ 33300.00,R$ 0.00,31.5.2016,,,9,Em negociação
PA-0271,FINANCEIRO,R$ 28300.00,R$ 28300.00,R$ 0.00,31.5.2016,,,1,Prospecção
PA-0272,Financeiro,R$ 7000.00,R$ 7000.00,R$ 0.00,31.5.2016,,,4,Prospecção
PA-0273,Marketing,R$ 27400.00,R$ 27400.00,R$ 0.00,1.6.2016,,,1,Aguardando NF
PA-0274,Compras,R$ 37000.00,R$ 37000.00,R$ 0.00,1.6.2016,14.7.2016,3.8.2016,7,Finalizado
PA-0275,Produção,R$ 4100.00,R$ 4100.00,R$ 0.00,2.6.2016,,,5,Em negociação
PA-0276,Produção,R$ 23500.00,R$ 18800.00,R$ 4700.00,3.6.2016,,,3,Prospecção
PA-0277,Marketing,R$ 16200.00,R$ 14600.00,R$ 1600.00,3.6.2016,,,3,Em negociação
PA-0278,Comercial,R$ 28100.00,R$ 25300.00,R$ 2800.00,4.6.2016,,,1,Prospecção
PA-0279,Logística,R$ 25400.00,R$ 22900.00,R$ 2500.00,5.6.2016,,,1,Em negociação
PA-0280,TI,R$ 15500.00,R$ 15500.00,R$ 0.00,6.6.2016,,,1,Prospecção
PA-0281,logística,R$ 34100.00,R$ 30700.00,R$ 3400.00,6.6.2016,,,7,Em negociação
PA-0282,Marketing,R$ 14300.00,R$ 12900.00,R$ 1400.00,7.6.2016,,,3,Prospecção
PA-0283,Marketing,R$ 7200.00,R$ 5000.00,R$ 2200.00,8.6.2016,4.8.2016,,9,Em andamento
PA-0284,TI,R$ 16900.00,R$ 11800.00,R$ 5100.00,8.6.2016,,,5,Em negociação
PA-0285,Logística,R$ 26100.00,R$ 26100.00,R$ 0.00,9.6.2016,29.7.2016,12.1.2017,4,Finalizado
PA-0286,Financeiro,R$ 21400.00,,R$ 0.00,10.6.2016,,,9,Aguardando NF
PA-0287,TI,R$ 16600.00,R$ 16600.00,R$ 0.00,11.6.2016,19.8.2016,,7,Em andamento
PA-0288,TI,R$ 14000.00,R$ 12600.00,R$ 1400.00,12.6.2016,,,2,Em negociação
PA-0289,Logística,R$ 20500.00,R$ 20500.00,R$ 0.00,13.6.2016,,,6,Prospecção
PA-0290,TI,R$ 24600.00,R$ 24600.00,R$ 0.00,14.6.2016,,,3,Prospecção
PA-0291,TI,R$ 36100.00,R$ 25300.00,R$ 10800.00,14.6.2016,,,1,Prospecção
PA-0292,Logística,R$ 13500.00,R$ 10800.00,R$ 2700.00,14.6.2016,,,8,Em negociação
PA-0293,Marketing,R$ 11800.00,R$ 9400.00,R$ 2400.00,14.6.2016,,,7,Prospecção
PA-0294,Marketing,R$ 20000.00,R$ 20000.00,R$ 0.00,15.6.2016,,,3,Aguardando NF
PA-0295,TI,R$ 30300.00,R$ 30300.00,R$ 0.00,15.6.2016,,,4,Em negociação
PA-0296,RH,R$ 22300.00,R$ 17800.00,R$ 4500.00,15.6.2016,,,7,Em negociação
PA-0297,TI,R$ 36700.00,R$ 25700.00,R$ 11000.00,16.6.2016,26.7.2016,23.8.2016,3,Finalizado
PA-0298,Logística,R$ 30400.00,R$ 30400.00,R$ 0.00,16.6.2016,,,4,Prospecção
PA-0299,Compras,R$ 6200.00,R$ 6200.00,R$ 0.00,17.6.2016,,,3,Aguardando NF
PA-0300,Financeiro,R$ 5400.00,R$ 5400.00,R$ 0.00,17.6.2016,,,8,Aguardando NF
PA-0301,FINANCEIRO,R$ 7900.00,R$ 7900.00,R$ 0.00,18.6.2016,,,9,EM NEGOCIAÇÃO
PA-0302,Comercial,R$ 23700.00,R$ 23700.00,R$ 0.00,19.6.2016,,,10,Prospecção
PA-0303,Financeiro,R$ 37000.00,R$ 37000.00,R$ 0.00,20.6.2016,16.8.2016,27.1.2017,2,Finalizado
PA-0304,TI,R$ 19900.00,R$ 19900.00,R$ 0.00,20.6.2016,,,1,Em negociação
PA-0305,Logística,R$ 36000.00,R$ 36000.00,R$ 0.00,21.6.2016,,,9,Aguardando NF
PA-0306,Financeiro,R$ 27100.00,R$ 24400.00,R$ 2700.00,21.6.2016,10.8.2016,,7,Em andamento
PA-0307,Comercial,R$ 10400.00,R$ 7300.00,R$ 3100.00,21.6.2016,19.7.2016,,2,Em andamento
PA-0308,Logística,R$ 33100.00,R$ 29800.00,R$ 3300.00,21.6.2016,,,9,Em negociação
PA-0309,Financeiro,R$ 27300.00,R$ 19100.00,R$ 8200.00,22.6.2016,,,10,Aguardando NF
PA-0310,Comercial,R$ 18400.00,R$ 18400.00,R$ 0.00,23.6.2016,,,4,Aguardando NF
PA-0311,Marketing,R$ 31300.00,R$ 31300.00,R$ 0.00,23.6.2016,,,8,Prospecção
PA-0312,TI,R$ 30900.00,R$ 30900.00,R$ 0.00,24.6.2016,26.8.2016,,2,Em andamento
PA-0313,Marketing,R$ 33300.00,R$ 33300.00,R$ 0.00,24.6.2016,14.7.2016,,3,Em andamento
PA-0314,TI,R$ 4100.00,R$ 2900.00,R$ 1200.00,25.6.2016,,,7,Em negociação
PA-0315,Compras,R$ 37500.00,R$ 37500.00,R$ 0.00,25.6.2016,,,2,Prospecção
PA-0316,TI,R$ 11000.00,R$ 11000.00,R$ 0.00,26.6.2016,,,8,Em negociação
PA-0317,Marketing,R$ 32200.00,R$ 32200.00,R$ 0.00,26.6.2016,,,10,Aguardando NF
PA-0318,Compras,R$ 33500.00,R$ 26800.00,R$ 6700.00,26.6.2016,,,4,Em negociação
PA-0319,Marketing,R$ 25400.00,R$ 25400.00,R$ 0.00,26.6.2016,,,2,Prospecção
PA-0320,Marketing,R$ 28900.00,R$ 28900.00,R$ 0.00,26.6.2016,,,9,Prospecção
PA-0321,financeiro,R$ 30200.00,R$ 24200.00,R$ 6000.00,26.6.2016,,,9,Prospecção
PA-0322,Comercial,R$ 37100.00,R$ 37100.00,R$ 0.00,26.6.2016,17.8.2016,,4,Em andamento
PA-0323,Marketing,R$ 29600.00,R$ 29600.00,R$ 0.00,27.6.2016,,,8,Em negociação
PA-0324,TI,R$ 32800.00,R$ 23000.00,R$ 9800.00,28.6.2016,,,2,Em negociação
PA-0325,Comercial,R$ 19200.00,R$ 19200.00,R$ 0.00,28.6.2016,,,9,Aguardando NF
PA-0326,Comercial,R$ 23400.00,R$ 21100.00,R$ 2300.00,29.6.2016,,,5,Prospecção
PA-0327,TI,R$ 17800.00,R$ 17800.00,R$ 0.00,30.6.2016,,,7,Prospecção
PA-0328,Marketing,R$ 14900.00,R$ 14900.00,R$ 0.00,30.6.2016,22.8.2016,,8,Em andamento
PA-0329,Comercial,R$ 21200.00,R$ 21200.00,R$ 0.00,1.7.2016,,,10,Em negociação
PA-0330,Produção,R$ 19700.00,R$ 19700.00,R$ 0.00,1.7.2016,,,1,Em negociação
PA-0331,COMERCIAL,R$ 14600.00,R$ 14600.00,R$ 0.00,2.7.2016,,,7,Prospecção
PA-0332,TI,R$ 34400.00,R$ 27500.00,R$ 6900.00,3.7.2016,31.7.2016,,10,Em andamento
PA-0333,Comercial,R$ 21200.00,R$ 21200.00,R$ 0.00,4.7.2016,,,9,Prospecção
PA-0334,RH,R$ 6300.00,R$ 5000.00,R$ 1300.00,5.7.2016,,,10,Prospecção
PA-0335,Compras,R$ 31500.00,R$ 31500.00,R$ 0.00,5.7.2016,26.7.2016,,2,Em andamento
PA-0336,Logística,R$ 27500.00,R$ 27500.00,R$ 0.00,5.7.2016,8.8.2016,,8,Em andamento
PA-0337,Logística,R$ 34700.00,R$ 27800.00,R$ 6900.00,5.7.2016,5.9.2016,,4,Em andamento
PA-0338,Logística,R$ 32200.00,R$ 32200.00,R$ 0.00,6.7.2016,22.8.2016,,5,Em andamento
PA-0339,Financeiro,R$ 8400.00,R$ 8400.00,R$ 0.00,6.7.2016,,,7,Prospecção
PA-0340,Comercial,R$ 23300.00,R$ 23300.00,R$ 0.00,6.7.2016,,,3,Em negociação
PA-0341,Financeiro,R$ 21800.00,R$ 19600.00,R$ 2200.00,7.7.2016,,,7,Aguardando NF
PA-0342,TI,R$ 27600.00,R$ 27600.00,R$ 0.00,8.7.2016,,,3,Prospecção
PA-0343,TI,R$ 9300.00,R$ 8400.00,R$ 900.00,8.7.2016,,,7,Prospecção
PA-0344,Marketing,R$ 15500.00,R$ 14000.00,R$ 1500.00,9.7.2016,,,8,Prospecção
PA-0345,TI,R$ 11400.00,R$ 11400.00,R$ 0.00,9.7.2016,,,8,Prospecção
PA-0346,Logística,R$ 15700.00,R$ 15700.00,R$ 0.00,10.7.2016,,,7,Em negociação
PA-0347,TI,R$ 26500.00,R$ 23900.00,R$ 2600.00,11.7.2016,,,9,Prospecção
PA-0348,TI,R$ 5900.00,R$ 4700.00,R$ 1200.00,12.7.2016,,,10,Aguardando NF
PA-0349,Financeiro,R$ 28100.00,R$ 25300.00,R$ 2800.00,13.7.2016,,,3,Aguardando NF
PA-0350,Financeiro,R$ 33600.00,R$ 33600.00,R$ 0.00,14.7.2016,,,3,Prospecção
PA-0351,Comercial,R$ 14700.00,R$ 14700.00,R$ 0.00,15.7.2016,,,6,PROSPECÇÃO
PA-0352,Marketing,R$ 34100.00,R$ 23900.00,R$ 10200.00,16.7.2016,,,3,Em negociação
PA-0353,Marketing,R$ 12900.00,R$ 12900.00,R$ 0.00,16.7.2016,,,3,Prospecção
PA-0354,TI,R$ 21600.00,R$ 21600.00,R$ 0.00,17.7.2016,,,2,Prospecção
PA-0355,TI,R$ 21800.00,R$ 19600.00,R$ 2200.00,18.7.2016,,,5,Prospecção
PA-0356,Produção,R$ 22500.00,R$ 22500.00,R$ 0.00,19.7.2016,,,3,Em negociação
PA-0357,TI,R$ 10400.00,R$ 10400.00,R$ 0.00,20.7.2016,,,2,Aguardando NF
PA-0358,Financeiro,R$ 16500.00,R$ 16500.00,R$ 0.00,21.7.2016,,,5,Aguardando NF
PA-0359,TI,R$ 12500.00,R$ 10000.00,R$ 2500.00,21.7.2016,,,10,Prospecção
PA-0360,TI,R$ 19900.00,R$ 19900.00,R$ 0.00,21.7.2016,,,8,Aguardando NF
PA-0361,ti,R$ 10100.00,R$ 10100.00,R$ 0.00,22.7.2016,,,4,Prospecção
PA-0362,Marketing,R$ 33400.00,R$ 33400.00,R$ 0.00,22.7.2016,,,6,Em negociação
PA-0363,Produção,R$ 23500.00,R$ 23500.00,R$ 0.00,22.7.2016,,,1,Prospecção
PA-0364,Marketing,R$ 15100.00,R$ 15100.00,R$ 0.00,23.7.2016,,,5,Aguardando NF
PA-0365,RH,R$ 12400.00,R$ 12400.00,R$ 0.00,24.7.2016,,,9,Em negociação
PA-0366,Marketing,R$ 9700.00,R$ 9700.00,R$ 0.00,25.7.2016,,,10,Prospecção
PA-0367,Marketing,R$ 13400.00,R$ 9400.00,R$ 4000.00,25.7.2016,,,4,Prospecção
PA-0368,Marketing,R$ 6800.00,R$ 6800.00,R$ 0.00,26.7.2016,,,4,Em negociação
PA-0369,Financeiro,R$ 28100.00,R$ 19700.00,R$ 8400.00,26.7.2016,,,7,Em negociação
PA-0370,Compras,R$ 16400.00,R$ 13100.00,R$ 3300.00,27.7.2016,,,3,Prospecção
PA-0371,Marketing,R$ 3800.00,R$ 3800.00,R$ 0.00,28.7.2016,,,4,Prospecção
PA-0372,Logística,R$ 16300.00,R$ 14700.00,R$ 1600.00,28.7.2016,,,10,Em negociação
PA-0373,Comercial,R$ 14200.00,R$ 14200.00,R$ 0.00,28.7.2016,27.8.2016,,4,Em andamento
PA-0374,Financeiro,R$ 37200.00,R$ 37200.00,R$ 0.00,28.7.2016,,,2,Em negociação
PA-0375,TI,R$ 19000.00,R$ 19000.00,R$ 0.00,29.7.2016,,,10,Prospecção
PA-0376,TI,R$ 36200.00,R$ 32600.00,R$ 3600.00,29.7.2016,,,4,Prospecção
PA-0377,Financeiro,R$ 14700.00,R$ 14700.00,R$ 0.00,30.7.2016,,,5,Aguardando NF
PA-0378,Logística,R$ 31900.00,R$ 31900.00,R$ 0.00,30.7.2016,,,10,Em negociação
PA-0379,RH,R$ 18100.00,R$ 16300.00,R$ 1800.00,30.7.2016,,,7,Prospecção
PA-0380,Financeiro,R$ 18100.00,R$ 18100.00,R$ 0.00,31.7.2016,,,7,Em negociação
PA-0381,TI,R$ 21200.00,,R$ 0.00,31.7.2016,,,4,Prospecção
PA-0382,Compras,R$ 6100.00,R$ 6100.00,R$ 0.00,1.8.2016,,,2,Prospecção
PA-0383,Comercial,R$ 20600.00,R$ 14400.00,R$ 6200.00,1.8.2016,,,5,Aguardando NF
PA-0384,TI,R$ 29900.00,R$ 29900.00,R$ 0.00,2.8.2016,,,8,Prospecção
PA-0385,Logística,R$ 13100.00,R$ 13100.00,R$ 0.00,3.8.2016,,,9,Em negociação
PA-0386,Comercial,R$ 5700.00,R$ 5700.00,R$ 0.00,4.8.2016,29.8.2016,20.12.2016,5,Finalizado
PA-0387,TI,R$ 34100.00,R$ 30700.00,R$ 3400.00,4.8.2016,,,3,Aguardando NF
PA-0388,Compras,R$ 17500.00,R$ 17500.00,R$ 0.00,5.8.2016,13.9.2016,8.2.2017,10,Finalizado
PA-0389,Comercial,R$ 36000.00,R$ 36000.00,R$ 0.00,5.8.2016,,,5,Prospecção
PA-0390,Financeiro,R$ 34700.00,R$ 34700.00,R$ 0.00,5.8.2016,,,6,Prospecção
PA-0391,FINANCEIRO,R$ 12300.00,R$ 11100.00,,6.8.2016,,,2,Em negociação
PA-0392,Comercial,R$ 34600.00,R$ 34600.00,R$ 0.00,6.8.2016,,,2,Aguardando NF
PA-0393,TI,R$ 11300.00,R$ 9000.00,R$ 2300.00,7.8.2016,,,1,Prospecção
PA-0394,Marketing,R$ 7500.00,R$ 7500.00,R$ 0.00,7.8.2016,,,3,Em negociação
PA-0395,RH,R$ 11000.00,R$ 11000.00,R$ 0.00,8.8.2016,,,10,Aguardando NF
PA-0396,TI,R$ 37100.00,R$ 33400.00,R$ 3700.00,8.8.2016,24.9.2016,,4,Em andamento
PA-0397,Produção,R$ 36700.00,R$ 36700.00,R$ 0.00,8.8.2016,10.10.2016,16.2.2017,10,Finalizado
PA-0398,Marketing,R$ 14400.00,R$ 10100.00,R$ 4300.00,9.8.2016,,,1,Prospecção
PA-0399,Marketing,R$ 4200.00,R$ 4200.00,R$ 0.00,9.8.2016,6.10.2016,4.1.2017,9,Finalizado
PA-0400,Comercial,R$ 29500.00,R$ 23600.00,R$ 5900.00,10.8.2016,12.10.2016,12.11.2016,4,Finalizado
PA-0401,marketing,R$ 19000.00,R$ 19000.00,R$ 0.00,11.8.2016,,,7,EM NEGOCIAÇÃO
PA-0402,Comercial,R$ 3500.00,R$ 3500.00,R$ 0.00,11.8.2016,,,4,Em negociação
PA-0403,Financeiro,R$ 10500.00,R$ 9500.00,R$ 1000.00,11.8.2016,,,7,Em negociação
PA-0404,Financeiro,R$ 18700.00,R$ 18700.00,R$ 0.00,12.8.2016,,,9,Prospecção
PA-0405,Logística,R$ 20500.00,R$ 14400.00,R$ 6100.00,13.8.2016,,,9,Aguardando NF
PA-0406,Comercial,R$ 18200.00,R$ 18200.00,R$ 0.00,14.8.2016,23.10.2016,,10,Em andamento
PA-0407,TI,R$ 18600.00,R$ 13000.00,R$ 5600.00,15.8.2016,,,4,Prospecção
PA-0408,Logística,R$ 8800.00,R$ 8800.00,R$ 0.00,15.8.2016,,,10,Aguardando NF
PA-0409,Financeiro,R$ 8400.00,R$ 6700.00,R$ 1700.00,15.8.2016,,,7,Em negociação
PA-0410,Financeiro,R$ 8300.00,R$ 8300.00,R$ 0.00,16.8.2016,,,8,Prospecção
PA-0411,Financeiro,R$ 33900.00,R$ 33900.00,R$ 0.00,16.8.2016,19.10.2016,,9,Em andamento
PA-0412,Financeiro,R$ 22300.00,R$ 22300.00,R$ 0.00,16.8.2016,,,3,Aguardando NF
PA-0413,TI,R$ 25300.00,R$ 25300.00,R$ 0.00,17.8.2016,,,9,Prospecção
PA-0414,Comercial,R$ 17200.00,R$ 17200.00,R$ 0.00,18.8.2016,,,6,Em negociação
PA-0415,Logística,R$ 20400.00,R$ 20400.00,R$ 0.00,19.8.2016,,,10,Prospecção
PA-0416,TI,R$ 7900.00,R$ 7100.00,R$ 800.00,19.8.2016,18.10.2016,,10,Em andamento
PA-0417,Compras,R$ 37400.00,R$ 37400.00,R$ 0.00,20.8.2016,,,8,Aguardando NF
PA-0418,RH,R$ 26300.00,R$ 23700.00,R$ 2600.00,20.8.2016,13.9.2016,6.10.2016,8,Finalizado
PA-0419,Financeiro,R$ 12300.00,R$ 12300.00,R$ 0.00,20.8.2016,,,8,Prospecção
PA-0420,Logística,R$ 19900.00,R$ 19900.00,R$ 0.00,20.8.2016,,,9,Prospecção
PA-0421,MARKETING,R$ 21100.00,R$ 21100.00,R$ 0.00,20.8.2016,,,10,Aguardando NF
PA-0422,TI,R$ 30900.00,R$ 30900.00,R$ 0.00,21.8.2016,,,2,Prospecção
PA-0423,RH,R$ 32700.00,R$ 32700.00,R$ 0.00,21.8.2016,,,3,Aguardando NF
PA-0424,TI,R$ 10000.00,R$ 10000.00,R$ 0.00,22.8.2016,,,9,Prospecção
PA-0425,TI,R$ 15100.00,R$ 12100.00,R$ 3000.00,23.8.2016,,,1,Prospecção
PA-0426,Marketing,R$ 5300.00,R$ 5300.00,R$ 0.00,23.8.2016,,,2,Prospecção
PA-0427,Financeiro,R$ 4400.00,R$ 3100.00,R$ 1300.00,23.8.2016,,,10,Prospecção
PA-0428,Marketing,R$ 17300.00,R$ 17300.00,R$ 0.00,24.8.2016,3.10.2016,21.2.2017,9,Finalizado
PA-0429,Marketing,R$ 7300.00,R$ 7300.00,R$ 0.00,25.8.2016,,,4,Prospecção
PA-0430,Marketing,R$ 19400.00,R$ 15500.00,R$ 3900.00,25.8.2016,,,9,Prospecção
PA-0431,Compras,R$ 8700.00,R$ 7800.00,R$ 900.00,26.8.2016,,,3,Aguardando NF
PA-0432,Comercial,R$ 20100.00,R$ 18100.00,R$ 2000.00,27.8.2016,,,9,Prospecção
PA-0433,Comercial,R$ 32100.00,R$ 28900.00,R$ 3200.00,27.8.2016,,,5,Em negociação
PA-0434,Logística,R$ 35800.00,R$ 25100.00,R$ 10700.00,27.8.2016,,,1,Em negociação
PA-0435,Financeiro,R$ 22300.00,R$ 22300.00,R$ 0.00,27.8.2016,,,1,Prospecção
PA-0436,TI,R$ 32800.00,R$ 32800.00,R$ 0.00,28.8.2016,,,9,Prospecção
PA-0437,Compras,R$ 12400.00,R$ 11200.00,R$ 1200.00,28.8.2016,,,8,Aguardando NF
PA-0438,TI,R$ 33600.00,R$ 33600.00,R$ 0.00,28.8.2016,,,4,Prospecção
PA-0439,Logística,R$ 37700.00,R$ 30200.00,R$ 7500.00,29.8.2016,25.9.2016,,5,Em andamento
PA-0440,Comercial,R$ 28000.00,R$ 28000.00,R$ 0.00,30.8.2016,,,10,Prospecção
PA-0441,ti,R$ 26700.00,R$ 26700.00,R$ 0.00,31.8.2016,20.10.2016,4.4.2017,9,Finalizado
PA-0442,Compras,R$ 10300.00,R$ 8200.00,R$ 2100.00,31.8.2016,,,3,Em negociação
PA-0443,Marketing,R$ 31700.00,R$ 31700.00,R$ 0.00,1.9.2016,,,3,Em negociação
PA-0444,Marketing,R$ 24000.00,R$ 24000.00,R$ 0.00,1.9.2016,,,10,Em negociação
PA-0445,RH,R$ 19100.00,R$ 17200.00,R$ 1900.00,1.9.2016,,,10,Em negociação
PA-0446,Logística,R$ 34900.00,R$ 31400.00,R$ 3500.00,1.9.2016,,,5,Prospecção
PA-0447,Financeiro,R$ 34400.00,R$ 34400.00,R$ 0.00,1.9.2016,,,3,Prospecção
PA-0448,TI,R$ 36900.00,R$ 33200.00,R$ 3700.00,2.9.2016,,,8,Em negociação
PA-0449,Financeiro,R$ 34300.00,R$ 30900.00,R$ 3400.00,3.9.2016,8.10.2016,15.3.2017,8,Finalizado
PA-0450,Logística,R$ 15300.00,R$ 15300.00,R$ 0.00,3.9.2016,,,2,Prospecção
PA-0451,LOGÍSTICA,R$ 28500.00,R$ 28500.00,R$ 0.00,3.9.2016,,,2,PROSPECÇÃO
PA-0452,Comercial,R$ 9400.00,R$ 9400.00,R$ 0.00,3.9.2016,,,10,Prospecção
PA-0453,Logística,R$ 28800.00,R$ 28800.00,R$ 0.00,4.9.2016,,,6,Aguardando NF
PA-0454,Financeiro,R$ 25900.00,R$ 25900.00,R$ 0.00,4.9.2016,,,1,Aguardando NF
PA-0455,Marketing,R$ 16400.00,R$ 16400.00,R$ 0.00,4.9.2016,3.11.2016,19.4.2017,7,Finalizado
PA-0456,Comercial,R$ 35200.00,R$ 35200.00,R$ 0.00,4.9.2016,,,10,Prospecção
PA-0457,Comercial,R$ 13800.00,R$ 13800.00,R$ 0.00,5.9.2016,,,2,Prospecção
PA-0458,Comercial,R$ 30600.00,R$ 21400.00,R$ 9200.00,5.9.2016,3.11.2016,,10,Em andamento
PA-0459,TI,R$ 21100.00,R$ 21100.00,R$ 0.00,6.9.2016,,,3,Aguardando NF
PA-0460,Comercial,R$ 32100.00,R$ 32100.00,R$ 0.00,7.9.2016,14.11.2016,,2,Em andamento
PA-0461,Compras,R$ 4200.00,R$ 3400.00,R$ 800.00,8.9.2016,,,2,Aguardando NF
PA-0462,Financeiro,R$ 6000.00,R$ 4200.00,R$ 1800.00,9.9.2016,,,6,Prospecção
PA-0463,TI,R$ 25400.00,R$ 22900.00,R$ 2500.00,9.9.2016,,,5,Prospecção
PA-0464,Financeiro,R$ 23200.00,R$ 23200.00,R$ 0.00,10.9.2016,,,1,Aguardando NF
PA-0465,Marketing,R$ 36200.00,R$ 36200.00,R$ 0.00,11.9.2016,,,6,Aguardando NF
PA-0466,Logística,R$ 3200.00,R$ 2200.00,R$ 1000.00,12.9.2016,,,8,Em negociação
PA-0467,Compras,R$ 28500.00,R$ 25700.00,R$ 2800.00,13.9.2016,,,6,Prospecção
PA-0468,TI,R$ 13800.00,R$ 9700.00,R$ 4100.00,13.9.2016,,,3,Em negociação
PA-0469,Compras,R$ 26700.00,R$ 21400.00,R$ 5300.00,14.9.2016,,,7,Aguardando NF
PA-0470,TI,R$ 15600.00,R$ 14000.00,R$ 1600.00,15.9.2016,,,2,Aguardando NF
PA-0471,Financeiro,R$ 36100.00,R$ 25300.00,R$ 10800.00,16.9.2016,,,9,Prospecção
PA-0472,TI,R$ 20900.00,R$ 20900.00,R$ 0.00,16.9.2016,12.10.2016,,6,Em andamento
PA-0473,Comercial,R$ 31200.00,R$ 31200.00,R$ 0.00,16.9.2016,27.10.2016,,5,Em andamento
PA-0474,Produção,R$ 21600.00,R$ 21600.00,R$ 0.00,16.9.2016,,,9,Aguardando NF
PA-0475,Financeiro,R$ 28900.00,R$ 28900.00,R$ 0.00,17.9.2016,,,1,Prospecção
PA-0476,Logística,R$ 3200.00,,R$ 0.00,17.9.2016,,,3,Em negociação
PA-0477,Comercial,R$ 17900.00,R$ 17900.00,R$ 0.00,18.9.2016,,,6,Aguardando NF
PA-0478,Financeiro,R$ 10500.00,R$ 10500.00,R$ 0.00,18.9.2016,,,7,Prospecção
PA-0479,Financeiro,R$ 33200.00,R$ 33200.00,R$ 0.00,19.9.2016,,,2,Em negociação
PA-0480,Comercial,R$ 9700.00,R$ 9700.00,R$ 0.00,19.9.2016,,,10,Aguardando NF
PA-0481,financeiro,R$ 17400.00,R$ 17400.00,R$ 0.00,20.9.2016,,,4,Aguardando NF
PA-0482,Comercial,R$ 33900.00,R$ 30500.00,R$ 3400.00,20.9.2016,,,2,Em negociação
PA-0483,Financeiro,R$ 31600.00,R$ 22100.00,R$ 9500.00,20.9.2016,,,5,Prospecção
PA-0484,Logística,R$ 4100.00,R$ 2900.00,R$ 1200.00,20.9.2016,,,4,Prospecção
PA-0485,Logística,R$ 28500.00,R$ 22800.00,R$ 5700.00,20.9.2016,15.10.2016,,10,Em andamento
PA-0486,Marketing,R$ 16700.00,R$ 15000.00,R$ 1700.00,20.9.2016,,,2,Aguardando NF
PA-0487,Marketing,R$ 13600.00,R$ 13600.00,R$ 0.00,20.9.2016,,,7,Prospecção
PA-0488,Marketing,R$ 25500.00,R$ 20400.00,R$ 5100.00,21.9.2016,27.11.2016,,4,Em andamento
PA-0489,Financeiro,R$ 13100.00,R$ 13100.00,R$ 0.00,21.9.2016,,,2,Em negociação
PA-0490,Compras,R$ 14000.00,R$ 11200.00,R$ 2800.00,21.9.2016,30.10.2016,26.3.2017,3,Finalizado
PA-0491,Financeiro,R$ 6200.00,R$ 6200.00,R$ 0.00,21.9.2016,,,10,Aguardando NF
PA-0492,Compras,R$ 26900.00,R$ 18800.00,R$ 8100.00,21.9.2016,,,4,Prospecção
PA-0493,Logística,R$ 21700.00,R$ 21700.00,R$ 0.00,21.9.2016,,,6,Prospecção
PA-0494,Marketing,R$ 13500.00,R$ 13500.00,R$ 0.00,21.9.2016,,,6,Prospecção
PA-0495,Comercial,R$ 4800.00,R$ 3400.00,R$ 1400.00,21.9.2016,5.11.2016,,4,Em andamento
PA-0496,Financeiro,R$ 28500.00,R$ 22800.00,R$ 5700.00,22.9.2016,,,7,Em negociação
PA-0497,Logística,R$ 18400.00,R$ 12900.00,R$ 5500.00,22.9.2016,,,9,Prospecção
