Numero Ordem,Cod Operador,Produto,Ocorrência,Inicio,Fim,Qtd Produzida,Qtd Rejeitada
49,8,Rise of Nations E112,,04.01.2021 09:40:27,04.01.2021 11:10:37,391,0
49,6,rise of nations e112,,04.01.2021 09:02:44,04.01.2021 12:03:37,391,0
70,1,DVD M320 Black,Preparação de Máquina,06.01.2021 13:20:21,06.01.2021 13:39:55,0,0
70,3,DVD M320 Black,Preparação de Máquina,04.01.2021 08:36:40,04.01.2021 08:56:41,0,0
70,1,DVD M320 Black,,05.01.2021 16:36:46,05.01.2021 17:17:07,313,0
71,10,Dal of Honor Airborne M150,Preparação de Máquina,04.01.2021 15:01:00,04.01.2021 15:21:34,0,0
71,6,Dal of Honor Airborne M150,Controle de Qualidade,08.01.2021 07:39:12,08.01.2021 07:56:50,0,0
71,8,Dal of Honor Airborne M150,,08.01.2021 07:39:21,08.01.2021 09:23:32,78,0
72,8,Home Theater System 5.1 Channel M513 Black,Preparação de Máquina,06.01.2021 14:52:13,06.01.2021 15:37:31,0,0
51,10,Home Theater System 7.1 Channel M710 Brown,,05.01.2021 10:29:25,05.01.2021 11:10:03,237,0
51,9,Home Theater System 7.1 Channel M710 Brown,,05.01.2021 08:18:48,05.01.2021 08:49:50,237,0
72,1,Home Theater System 5.1 Channel M513 Black,Controle de Qualidade,06.01.2021 07:16:45,06.01.2021 07:36:21,0,0
72,3,Home Theater System 5.1 Channel M513 Black,,04.01.2021 09:16:50,04.01.2021 12:57:33,117,0
73,9,Home Theater System 4.1 Channel M1400 Silver,Preparação de Máquina,04.01.2021 09:41:45,04.01.2021 10:11:45,0,0
73,10,Home Theater System 4.1 Channel M1400 Silver,Controle de Qualidade,08.01.2021 09:45:04,08.01.2021 10:01:50,0,0
73,8,Home Theater System 4.1 Channel M1400 Silver,,08.01.2021 14:23:16,08.01.2021 15:43:26,108,0
70,2,DVD M320 Black,,07.01.2021 17:48:28,07.01.2021 17:54:12,313,0
63,1,4GB Video Recording Pen X200 Black,,04.01.2021 12:50:15,04.01.2021 13:03:56,270,0
60,8,Home Theater System 2.1 Channel E210 Brown,Preparação de Máquina,06.01.2021 14:49:55,06.01.2021 15:23:11,0,0
60,3,Home Theater System 2.1 Channel E210 Brown,,06.01.2021 15:29:57,06.01.2021 15:48:49,182,0
52,7,Bicycle Casino Games X700,Falha Operador,04.01.2021 10:44:49,04.01.2021 11:34:26,347,0
74,2,2GB Spy Video Recorder Pen M300 Silver,Falha Operador,06.01.2021 07:10:33,06.01.2021 08:45:37,,0
74,4,2GB Spy Video Recorder Pen M300 Silver,Controle de Qualidade,04.01.2021 10:57:56,04.01.2021 11:18:02,0,0
75,6,Home Theater System 7.1 Channel M710 Silver,Controle de Qualidade,05.01.2021 12:29:05,06.01.2021 07:31:04,0,0
75,2,Home Theater System 7.1 Channel M710 Silver,,04.01.2021 08:39:41,04.01.2021 09:08:26,231,0
75,2,Home Theater System 7.1 Channel M710 Silver,Preparação de Máquina,05.01.2021 10:12:34,05.01.2021 10:55:50,0,0
76,10,Home Theater System 2.1 Channel M1210 Silver,Preparação de Máquina,10.01.2021 13:27:24,10.01.2021 13:47:33,0,0
76,1,Home Theater System 2.1 Channel M1210 Silver,Controle de Qualidade,04.01.2021 11:48:46,04.01.2021 12:05:49,0,0
76,1,Home Theater System 2.1 Channel M1210 Silver,,04.01.2021 16:01:46,04.01.2021 16:45:33,367,0
55,6,Zoo Tycoon 2: Zookeeper Collection M260,,07.01.2021 17:47:11,07.01.2021 18:27:56,113,0
77,8,Zoo Tycoon 2: Extinct Animals 2008 E129,Controle de Qualidade,09.01.2021 11:17:31,09.01.2021 11:34:45,0,0
77,6,ZOO TYCOON 2: EXTINCT ANIMALS 2008 E129,,07.01.2021 11:26:18,07.01.2021 12:44:43,354,0
78,3,Coffee Maker Super-Auto 12C X1250 Grey,Preparação de Máquina,06.01.2021 17:17:57,06.01.2021 17:38:04,0,0
78,1,Coffee Maker Super-Auto 12C X1250 Grey,Controle de Qualidade,10.01.2021 09:00:34,10.01.2021 09:17:16,0,0
78,2,Coffee Maker Super-Auto 12C X1250 Grey,,10.01.2021 15:16:33,10.01.2021 15:35:25,154,0
79,10,Water Heater 1.5GPM E0800 White,Preparação de Máquina,10.01.2021 12:48:40,10.01.2021 13:08:48,0,0
79,2,Water Heater 1.5GPM E0800 White,Controle de Qualidade,06.01.2021 11:13:29,06.01.2021 11:30:18,0,0
79,7,Water Heater 1.5GPM E0800 White,,07.01.2021 14:40:07,07.01.2021 15:03:38,105,0
80,4,Home Theater System 4.1 Channel M413 Black,Preparação de Máquina,09.01.2021 12:12:40,09.01.2021 12:32:19,0,0
80,3,Home Theater System 4.1 Channel M413 Black,Controle de Qualidade,07.01.2021 08:12:28,07.01.2021 08:29:42,0,0
80,1,Home Theater System 4.1 Channel M413 Black,,08.01.2021 16:36:46,08.01.2021 16:50:32,76,10
81,,home theater system 7.1 channel m1700 silver,Preparação de Máquina,05.01.2021 11:50:38,06.01.2021 07:55:37,0,0
81,2,Home Theater System 7.1 Channel M1700 Silver,Controle de Qualidade,10.01.2021 12:30:40,11.01.2021 05:32:38,0,0
81,10,Home Theater System 7.1 Channel M1700 Silver,,05.01.2021 12:05:02,06.01.2021 02:08:22,279,0
82,2,Collector's M160,Preparação de Máquina,06.01.2021 13:07:14,06.01.2021 13:27:24,0,0
82,3,Collector's M160,Controle de Qualidade,04.01.2021 12:53:42,04.01.2021 13:11:01,0,0
82,10,Collector's M160,,06.01.2021 13:18:46,06.01.2021 13:57:13,292,
83,6,8GB Super-Slim MP3/Video Player M800 Green,Preparação de Máquina,09.01.2021 15:10:47,09.01.2021 15:30:26,0,0
83,6,8GB Super-Slim MP3/Video Player M800 Green,Controle de Qualidade,09.01.2021 07:08:06,09.01.2021 07:24:46,0,0
83,2,8GB Super-Slim MP3/Video Player M800 Green,,06.01.2021 13:32:09,06.01.2021 14:15:27,109,0
84,4,Combat Flight Simulator 2009 E159,Preparação de Máquina,05.01.2021 09:22:01,05.01.2021 09:42:10,0,0
84,4,Combat Flight Simulator 2009 E159,Controle de Qualidade,10.01.2021 10:19:03,10.01.2021 10:36:08,0,0
84,1,Combat Flight Simulator 2009 E159,,06.01.2021 07:14:26,06.01.2021 08:07:42,86,0
85,3,DVD M330 Black,Falha Operador,08.01.2021 13:57:56,08.01.2021 14:52:49,0,0
85,1,DVD M330 Black,Preparação de Máquina,07.01.2021 16:10:50,07.01.2021 16:55:46,0,0
85,6,DVD M330 Black,Controle de Qualidade,05.01.2021 15:50:49,05.01.2021 16:15:57,0,0
85,4,DVD M330 Black,,05.01.2021 08:19:06,05.01.2021 09:19:43,88,0
86,7,Home Theater System 7.1 Channel M710 Black,Preparação de Máquina,04.01.2021 09:47:31,04.01.2021 10:17:47,0,0
87,9,Home Theater System 2.1 Channel E1220 Brown,Preparação de Máquina,06.01.2021 13:45:24,06.01.2021 14:29:31,0,0
87,10,Home Theater System 2.1 Channel E1220 Brown,Controle de Qualidade,06.01.2021 09:00:34,06.01.2021 09:19:40,0,0
87,10,Home Theater System 2.1 Channel E1220 Brown,,06.01.2021 10:16:10,06.01.2021 10:21:10,339,0
88,5,LCD24W X300 BLACK,Preparação de Máquina,09.01.2021 17:54:05,09.01.2021 18:55:14,0,0
88,7,LCD24W X300 Black,Peça Irregular,07.01.2021 13:47:16,07.01.2021 14:38:16,212,0
89,8,USB Cable M250 Black,,08.01.2021 11:57:50,08.01.2021 13:58:08,95,0
79,4,Water Heater 1.5GPM E0800 White,,09.01.2021 17:11:45,09.01.2021 17:22:25,105,0
90,7,Combat Flight Simulator 2009 E177,Preparação de Máquina,13.01.2021 17:06:51,13.01.2021 18:07:03,0,0
90,3,Combat Flight Simulator 2009 E177,,12.01.2021 07:16:27,12.01.2021 08:01:49,331,0
91,2,Hand Games women M40 Red,Preparação de Máquina,11.01.2021 17:40:50,12.01.2021 11:00:43,0,0
91,6,Hand Games women M40 Red,Controle de Qualidade,08.01.2021 13:49:43,09.01.2021 03:54:12,0,0
91,4,Hand Games women M40 Red,Falta de acessório,08.01.2021 08:25:00,08.01.2021 08:59:52,0,0
91,5,Hand Games women M40 Red,,09.01.2021 16:37:37,10.01.2021 09:58:05,132,0
91,3,Hand Games women M40 Red,,07.01.2021 11:29:54,07.01.2021 11:35:26,132,0
67,1,Water Heater 1.5GPM E0800 White,,05.01.2021 07:18:02,05.01.2021 10:08:50,170,0
68,10,MechWarrior 4: Vengeance X800,,04.01.2021 16:28:16,04.01.2021 18:08:28,325,0
92,3,DVD 38 DVD Storage Binder E25 Silver,Preparação de Máquina,11.01.2021 08:44:00,11.01.2021 09:39:14,0,0
92,3,DVD 38 DVD Storage Binder E25 Silver,Controle de Qualidade,08.01.2021 10:17:28,08.01.2021 10:36:42,0,0
92,10,DVD 38 DVD Storage Binder E25 Silver,,09.01.2021 15:59:11,09.01.2021 16:49:29,311,0
93,3,Wireless Bluetooth Stereo Headphones M170 Black,Preparação de Máquina,08.01.2021 12:40:19,08.01.2021 13:35:00,0,0
94,1,Wireless Transmitter and Bluetooth Headphones X250 White,Preparação de Máquina,09.01.2021 10:38:55,09.01.2021 11:43:50,0,0
93,3,Wireless Bluetooth Stereo Headphones M170 Black,Controle de Qualidade,08.01.2021 10:12:51,08.01.2021 10:57:48,0,0
93,2,Wireless Bluetooth Stereo Headphones M170 Black,,11.01.2021 08:00:57,11.01.2021 08:31:11,391,0
95,1,dungeon siege 2009 e163,Preparação de Máquina,12.01.2021 15:26:29,12.01.2021 15:56:16,0,0
94,6,Wireless Transmitter and Bluetooth Headphones X250 White,Controle de Qualidade,10.01.2021 11:57:59,10.01.2021 12:17:59,0,0
95,1,Dungeon Siege 2009 E163,Controle de Qualidade,10.01.2021 15:58:27,10.01.2021 16:18:10,0,0
94,10,Wireless Transmitter and Bluetooth Headphones X250 White,,11.01.2021 09:46:48,11.01.2021 13:51:58,231,0
93,3,Wireless Bluetooth Stereo Headphones M170 Black,,07.01.2021 07:24:57,07.01.2021 07:50:47,391,0
95,10,Dungeon Siege 2009 E163,,09.01.2021 17:47:36,09.01.2021 18:03:18,187,0
72,6,Home Theater System 5.1 Channel M513 Black,,10.01.2021 15:41:54,10.01.2021 17:57:31,117,0
72,6,Home Theater System 5.1 Channel M513 Black,Falta de acessório,04.01.2021 15:01:09,04.01.2021 15:25:57,0,0
72,2,Home Theater System 5.1 Channel M513 Black,,05.01.2021 09:42:20,05.01.2021 09:52:59,117,0
73,7,Home Theater System 4.1 Channel M1400 Silver,Preparação de Máquina,07.01.2021 14:17:13,07.01.2021 16:47:10,0,0
73,7,HOME THEATER SYSTEM 4.1 CHANNEL M1400 SILVER,,10.01.2021 08:38:15,10.01.2021 10:53:55,108,0
73,10,Home Theater System 4.1 Channel M1400 Silver,,09.01.2021 07:59:31,09.01.2021 08:09:50,108,0
96,9,Lens Adapter M450 Black,Preparação de Máquina,13.01.2021 15:52:33,13.01.2021 17:06:10,0,0
96,2,Lens Adapter M450 Black,Controle de Qualidade,12.01.2021 17:00:57,12.01.2021 17:20:36,0,0
96,6,Lens Adapter M450 Black,,11.01.2021 11:35:48,11.01.2021 12:31:11,311,0
97,1,Water Heater 4.0GPM M1250 Red,Preparação de Máquina,07.01.2021 10:14:09,07.01.2021 10:59:01,0,0
98,7,USB Cable M250 Black,Preparação de Máquina,10.01.2021 13:46:07,10.01.2021 14:25:43,0,0
97,1,Water Heater 4.0GPM M1250 Red,Controle de Qualidade,12.01.2021 12:42:02,12.01.2021 12:58:44,0,0
98,3,USB Cable M250 Black,,12.01.2021 12:53:25,12.01.2021 13:54:17,393,0
97,2,Water Heater 4.0GPM M1250 Red,,11.01.2021 11:48:20,11.01.2021 12:47:10,170,21
97,6,Water Heater 4.0GPM M1250 Red,Preparação de Máquina,07.01.2021 10:59:39,07.01.2021 12:12:22,0,0
97,7,Water Heater 4.0GPM M1250 Red,,10.01.2021 16:53:54,10.01.2021 17:52:48,170,21
99,8,Water Heater 4.0GPM M1250 Red,Controle de Qualidade,09.01.2021 12:22:53,09.01.2021 12:42:20,0,0
99,7,Water Heater 4.0GPM M1250 Red,,12.01.2021 13:02:21,12.01.2021 14:17:51,255,0
100,1,Car Video LCD9.2W X9281 Black,Controle de Qualidade,10.01.2021 11:55:23,10.01.2021 12:15:22,0,0
101,4,512MB MP3 Player E51 Silver,Preparação de Máquina,07.01.2021 07:30:43,07.01.2021 08:55:17,0,0
101,8,512MB MP3 Player E51 Silver,Controle de Qualidade,09.01.2021 15:36:17,09.01.2021 15:55:50,0,0
101,3,512MB MP3 Player E51 Silver,,10.01.2021 09:23:36,10.01.2021 09:49:36,51,0
82,9,Collector's M160,,06.01.2021 07:37:46,06.01.2021 08:15:59,292,0
102,4,Home Theater System 7.1 Channel M710 Brown,Preparação de Máquina,12.01.2021 14:02:06,12.01.2021 14:52:06,0,0
102,,Home Theater System 7.1 Channel M710 Brown,Controle de Qualidade,07.01.2021 07:20:12,07.01.2021 07:44:57,0,0
102,9,Home Theater System 7.1 Channel M710 Brown,,08.01.2021 16:43:14,08.01.2021 16:59:05,193,0
102,3,Home Theater System 7.1 Channel M710 Brown,,08.01.2021 13:00:20,08.01.2021 14:40:39,193,0
103,1,Home Theater System 4.1 Channel M1420 White,Preparação de Máquina,10.01.2021 10:52:36,10.01.2021 11:27:30,0,0
103,7,Home Theater System 4.1 Channel M1420 White,Controle de Qualidade,11.01.2021 10:55:46,11.01.2021 11:15:48,0,0
103,10,Home Theater System 4.1 Channel M1420 White,,07.01.2021 09:50:58,07.01.2021 10:46:41,188,0
104,10,8xDVD E120 Black,Preparação de Máquina,07.01.2021 07:59:48,07.01.2021 08:54:52,0,0
104,9,8xDVD E120 Black,Falha Operador,08.01.2021 09:16:42,08.01.2021 10:21:22,131,0
104,4,8xDVD E120 Black,Controle de Qualidade,10.01.2021 16:05:57,10.01.2021 16:25:41,0,0
98,7,USB Cable M250 Black,Preparação de Máquina,08.01.2021 12:28:13,08.01.2021 13:08:05,0,0
98,10,usb cable m250 black,Controle de Qualidade,09.01.2021 11:44:09,09.01.2021 12:04:55,0,0
98,2,USB Cable M250 Black,,11.01.2021 10:45:33,11.01.2021 11:46:24,393,0
105,4,MechWarrior 4 Mach Paks2009 E161,Preparação de Máquina,13.01.2021 07:51:27,13.01.2021 09:01:39,0,0
105,8,MechWarrior 4 Mach Paks2009 E161,Controle de Qualidade,07.01.2021 13:00:54,07.01.2021 13:20:28,0,0
105,6,MechWarrior 4 Mach Paks2009 E161,,13.01.2021 11:11:19,13.01.2021 11:46:33,147,0
106,2,LCD20 M200 Black,Preparação de Máquina,13.01.2021 11:16:48,13.01.2021 11:36:26,0,0
106,1,LCD20 M200 Black,Controle de Qualidade,11.01.2021 07:43:14,11.01.2021 08:02:52,0,0
106,4,LCD20 M200 Black,,10.01.2021 10:02:55,10.01.2021 13:23:28,269,0
107,10,Wireless Transmitter and Bluetooth Headphones M150 Red,Preparação de Máquina,09.01.2021 07:55:55,09.01.2021 08:15:52,0,0
107,4,Wireless Transmitter and Bluetooth Headphones M150 Red,Controle de Qualidade,13.01.2021 16:53:02,13.01.2021 17:09:54,0,0
108,7,Age of Empires 2008new M420,Preparação de Máquina,08.01.2021 14:44:52,08.01.2021 15:06:56,0,0
107,6,Wireless Transmitter and Bluetooth Headphones M150 Red,,09.01.2021 08:33:21,09.01.2021 08:51:38,164,0
108,8,Age of Empires 2008new M420,,10.01.2021 12:39:18,10.01.2021 13:23:09,371,0
108,9,Age of Empires 2008new M420,,08.01.2021 15:16:59,08.01.2021 15:20:38,371,0
109,8,2GB Pulse Smart pen M100 Black,,07.01.2021 12:19:26,07.01.2021 13:31:10,29,0
110,4,DVD 38 DVD Storage Binder E25 Red,Preparação de Máquina,09.01.2021 17:11:45,10.01.2021 01:31:56,0,0
110,1,DVD 38 DVD Storage Binder E25 Red,Controle de Qualidade,08.01.2021 09:07:37,08.01.2021 09:25:24,0,0
110,5,DVD 38 DVD Storage Binder E25 Red,,11.01.2021 10:13:17,11.01.2021 10:22:25,254,32
85,7,DVD M330 Black,,08.01.2021 14:11:45,08.01.2021 17:07:27,88,0
86,6,Home Theater System 7.1 Channel M710 Black,Controle de Qualidade,09.01.2021 11:28:19,09.01.2021 11:48:00,0,0
86,1,Home Theater System 7.1 Channel M710 Black,,05.01.2021 09:00:25,05.01.2021 12:25:58,268,
111,8,Home Theater System 2.1 Channel M1230 White,Preparação de Máquina,11.01.2021 15:31:06,11.01.2021 16:45:56,0,0
111,2,Home Theater System 2.1 Channel M1230 White,Controle de Qualidade,11.01.2021 10:48:43,11.01.2021 11:08:31,0,0
110,4,DVD 38 DVD Storage Binder E25 Red,,09.01.2021 09:11:05,09.01.2021 09:19:56,254,0
112,5,Rise of Nations E112,Preparação de Máquina,13.01.2021 07:59:48,13.01.2021 08:29:50,0,0
112,2,Rise of Nations E112,Falta de acessório,07.01.2021 08:57:15,07.01.2021 09:52:19,0,0
112,2,Rise of Nations E112,Controle de Qualidade,09.01.2021 07:41:57,09.01.2021 08:01:48,0,0
112,3,Rise of Nations E112,,08.01.2021 09:36:25,08.01.2021 10:07:17,180,0
113,6,8xDVD E140 Black,Falha Operador,07.01.2021 12:10:39,07.01.2021 13:35:17,0,0
113,9,8xDVD E140 Black,Controle de Qualidade,11.01.2021 15:58:10,11.01.2021 16:17:57,0,0
113,7,8XDVD E140 BLACK,,08.01.2021 08:10:45,08.01.2021 08:46:15,,37
114,5,Home Theater System 7.1 Channel M1700 Black,,07.01.2021 09:07:37,07.01.2021 10:58:05,135,0
92,9,DVD 38 DVD Storage Binder E25 Silver,Falta de acessório,12.01.2021 13:21:56,12.01.2021 16:06:37,0,0
92,4,DVD 38 DVD Storage Binder E25 Silver,,11.01.2021 07:33:18,11.01.2021 10:04:00,311,0
92,6,DVD 38 DVD Storage Binder E25 Silver,,08.01.2021 13:57:04,08.01.2021 16:57:56,311,0
115,5,Hand Games for students E400 Yellow,,07.01.2021 08:54:14,07.01.2021 09:14:51,198,0
116,3,Age of Empires II: The Conquerors Expansion 2009 E178,Preparação de Máquina,07.01.2021 17:21:15,07.01.2021 18:06:00,0,0
116,5,Age of Empires II: The Conquerors Expansion 2009 E178,Controle de Qualidade,13.01.2021 10:15:53,13.01.2021 10:36:02,0,0
116,10,Age of Empires II: The Conquerors Expansion 2009 E178,,08.01.2021 16:34:45,08.01.2021 17:50:11,267,0
117,7,Water Heater 7.2GPM X1800 White,Preparação de Máquina,12.01.2021 14:52:04,12.01.2021 15:22:14,0,0
118,7,zoo tycoon 2: marine mania expansion pack m270,Preparação de Máquina,12.01.2021 15:23:19,12.01.2021 16:18:24,0,0
118,8,Zoo Tycoon 2: Marine Mania Expansion Pack M270,Controle de Qualidade,10.01.2021 14:09:53,10.01.2021 14:29:54,0,0
118,8,Zoo Tycoon 2: Marine Mania Expansion Pack M270,,09.01.2021 17:16:39,09.01.2021 20:32:23,59,0
118,10,Zoo Tycoon 2: Marine Mania Expansion Pack M270,,12.01.2021 14:27:36,12.01.2021 17:27:57,59,0
100,3,Car Video LCD9.2W X9281 Black,,08.01.2021 11:11:36,08.01.2021 13:22:26,353,0
105,8,MechWarrior 4 Mach Paks2009 E161,,07.01.2021 16:02:38,07.01.2021 16:13:15,147,0
119,8,Coffee Maker 12C M1000 Grey,Preparação de Máquina,10.01.2021 11:55:06,10.01.2021 12:40:49,0,0
119,2,Coffee Maker 12C M1000 Grey,Falha Operador,13.01.2021 16:39:21,13.01.2021 18:25:32,26,0
119,3,Coffee Maker 12C M1000 Grey,Controle de Qualidade,09.01.2021 12:46:04,09.01.2021 13:05:42,0,0
101,8,512MB MP3 Player E51 Silver,,10.01.2021 07:24:40,10.01.2021 08:45:00,51,0
120,7,2GB Spy Video Recorder Pen M300 White,Preparação de Máquina,09.01.2021 17:40:59,09.01.2021 18:16:02,0,0
120,7,2GB Spy Video Recorder Pen M300 White,Controle de Qualidade,08.01.2021 11:29:36,08.01.2021 11:50:11,0,0
120,9,2GB Spy Video Recorder Pen M300 White,,10.01.2021 13:07:14,10.01.2021 14:03:20,236,0
121,2,Bicycle Board Games2009 E165,Preparação de Máquina,11.01.2021 14:45:10,11.01.2021 15:15:15,0,0
121,9,Bicycle Board Games2009 E165,Controle de Qualidade,09.01.2021 16:30:25,09.01.2021 16:50:38,0,0
121,1,Bicycle Board Games2009 E165,,10.01.2021 12:46:39,10.01.2021 13:27:23,18,2
103,6,Home Theater System 4.1 Channel M1420 White,,09.01.2021 07:39:56,09.01.2021 08:45:46,188,0
122,5,180 CFM Vertical Discharge Fan X450 Red,Preparação de Máquina,11.01.2021 13:35:19,11.01.2021 14:28:55,0,0
122,2,180 CFM Vertical Discharge Fan X450 Red,Controle de Qualidade,12.01.2021 14:07:26,12.01.2021 14:27:44,0,0
122,4,180 CFM Vertical Discharge Fan X450 Red,,08.01.2021 10:24:40,08.01.2021 12:40:30,203,0
122,,180 CFM VERTICAL DISCHARGE FAN X450 RED,,09.01.2021 07:16:53,09.01.2021 07:52:47,203,25
123,9,Coffee Maker Auto 10C M1000 White,Preparação de Máquina,13.01.2021 15:15:50,13.01.2021 15:45:32,0,0
123,3,Coffee Maker Auto 10C M1000 White,Controle de Qualidade,11.01.2021 15:11:31,11.01.2021 15:30:37,0,0
124,7,Coffee Maker 12C M1000 Silver,Preparação de Máquina,08.01.2021 07:25:49,08.01.2021 08:00:45,0,0
123,2,Coffee Maker Auto 10C M1000 White,,10.01.2021 11:22:07,10.01.2021 13:02:30,47,0
124,4,Coffee Maker 12C M1000 Silver,Controle de Qualidade,13.01.2021 12:27:56,13.01.2021 12:48:03,0,0
124,10,Coffee Maker 12C M1000 Silver,,10.01.2021 10:32:44,10.01.2021 11:28:56,167,0
125,10,18'' Oscillating Pedestal Fan M135 Pink,Preparação de Máquina,09.01.2021 13:52:19,09.01.2021 14:17:46,0,0
126,9,4GB Portable MP3 Player M450 Yellow,Preparação de Máquina,12.01.2021 08:11:54,12.01.2021 09:02:11,0,0
126,6,4GB Portable MP3 Player M450 Yellow,Controle de Qualidade,14.01.2021 13:40:22,14.01.2021 14:00:41,0,0
126,6,4GB Portable MP3 Player M450 Yellow,,09.01.2021 14:53:39,09.01.2021 15:49:11,186,0
126,5,4GB Portable MP3 Player M450 Yellow,,12.01.2021 07:10:50,12.01.2021 10:11:22,186,0
127,4,Home Theater System 4.1 Channel M1420 Brown,Preparação de Máquina,14.01.2021 16:27:15,14.01.2021 17:07:24,0,0
127,7,Home Theater System 4.1 Channel M1420 Brown,Controle de Qualidade,13.01.2021 14:37:06,13.01.2021 14:57:05,0,0
127,5,Home Theater System 4.1 Channel M1420 Brown,,09.01.2021 10:41:13,09.01.2021 11:06:29,33,0
128,7,Leather Case - case for digital photo camera X20 Black,Preparação de Máquina,09.01.2021 07:15:01,09.01.2021 07:55:13,0,0
128,6,Leather Case - case for digital photo camera X20 Black,Controle de Qualidade,08.01.2021 16:10:24,08.01.2021 16:30:32,0,0
128,3,Leather Case - case for digital photo camera X20 Black,,12.01.2021 12:26:12,12.01.2021 13:21:29,262,0
129,5,MechWarrior 4: Knight E121,Preparação de Máquina,11.01.2021 09:51:59,11.01.2021 10:42:07,0,0
129,5,MechWarrior 4: Knight E121,Controle de Qualidade,09.01.2021 08:49:20,09.01.2021 09:09:05,0,0
130,4,lcd24 x300 white,Preparação de Máquina,09.01.2021 15:19:00,09.01.2021 15:53:40,0,0
130,6,LCD24 X300 White,Controle de Qualidade,09.01.2021 11:51:56,09.01.2021 12:11:35,0,0
131,5,Zoo Tycoon Complete Collection2009 E150,Preparação de Máquina,08.01.2021 09:24:11,08.01.2021 10:09:26,0,0
130,3,LCD24 X300 White,,08.01.2021 11:32:21,08.01.2021 12:38:04,278,0
131,3,Zoo Tycoon Complete Collection2009 E150,Controle de Qualidade,14.01.2021 10:33:01,14.01.2021 10:58:11,0,0
131,5,Zoo Tycoon Complete Collection2009 E150,,13.01.2021 17:41:34,13.01.2021 18:37:07,119,0
105,7,MechWarrior 4 Mach Paks2009 E161,,07.01.2021 15:18:51,07.01.2021 16:19:09,147,0
132,10,Freelancer E113,Falha Operador,10.01.2021 13:05:39,10.01.2021 14:10:54,0,0
132,4,Freelancer E113,Preparação de Máquina,10.01.2021 08:40:59,10.01.2021 09:15:45,0,0
132,4,Freelancer E113,Controle de Qualidade,11.01.2021 12:32:49,11.01.2021 12:52:47,0,0
132,1,FREELANCER E113,,11.01.2021 17:22:24,11.01.2021 17:42:50,336,0
129,3,MechWarrior 4: Knight E121,,13.01.2021 07:52:10,13.01.2021 08:27:29,243,30
133,3,Home Theater System 4.1 Channel M412 Brown,,09.01.2021 08:45:01,09.01.2021 08:55:33,142,0
134,2,Home Theater System 2.1 Channel M1210 Black,Preparação de Máquina,13.01.2021 13:12:17,13.01.2021 13:52:34,0,0
134,8,Home Theater System 2.1 Channel M1210 Black,Controle de Qualidade,13.01.2021 13:18:20,13.01.2021 13:38:19,0,0
