Data da Compra,Produto,PrecoOriginal,PrecoPago,Fornecedor,Qtd. Comprada,TotalOriginal,TotalPago,CodCliente,Região Destino
8.1.2020,Projetor,126.9,109.13,Southridge Video,1.0,126.9,109.13,7.0,Brasil - BA
8.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - SP
8.1.2020,Projetor,126.9,98.98,Southridge Video,1.0,126.9,98.98,5.0,Brasil - SP
8.1.2020,Projetor,126.9,92.64,Southridge Video,1.0,126.9,92.64,7.0,Brasil - SP
8.1.2020,Projetor,126.9,126.9,Southridge Video,2.0,253.8,253.8,4.0,Brasil - RJ
8.1.2020,PROJETOR,126.9,114.21,Southridge Video,2.0,253.8,228.42,10.0,Brasil - RJ
8.1.2020,Microondas,299.9,248.92,Litware ,2.0,599.8,497.84,10.0,Brasil - SP
8.1.2020,Acessórios de TV e Áudio,149.95,149.95,Wide World Importers,1.0,149.95,149.95,3.0,Brasil - ES
8.1.2020,Geladeira,299.9,290.9,Litware ,1.0,299.9,290.9,9.0,Brasil - SP
9.1.2020,Lâmpada,595.0,595.0,Southridge Video,1.0,595.0,595.0,6.0,Brasil - RJ
9.1.2020,Ar Condicionado,595.0,523.6,Contoso,1.0,595.0,523.6,1.0,Brasil - SP
9.1.2020,Lâmpada,595.0,493.85,Contoso,1.0,595.0,493.85,3.0,Brasil - BA
9.1.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,6.0,Brasil - SP
9.1.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,2.0,Brasil - SP
9.1.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,6.0,Brasil - SP
9.1.2020,lâmpada,25.0,20.5,Southridge Video,1.0,25.0,20.5,,Brasil - SP
9.1.2020,Rádio,4.98,4.88,Southridge Video,2.0,9.96,9.76,10.0,Brasil - ES
9.1.2020,Rádio,4.98,4.98,Southridge Video,1.0,4.98,4.98,3.0,Brasil - RJ
9.1.2020,Rádio,6.99,6.99,Southridge Video,1.0,6.99,6.99,8.0,Brasil - SP
9.1.2020,Geladeira,429.0,429.0,Contoso,1.0,429.0,429.0,9.0,Brasil - SP
9.1.2020,Projetor,126.9,126.9,Southridge Video,,126.9,126.9,8.0,Brasil - SP
9.1.2020,Aparelho de Som,28.0,28.0,Uno Toys,1.0,28.0,28.0,3.0,Brasil - SP
9.1.2020,Lâmpada,25.0,23.75,Contoso,5.0,125.0,118.75,4.0,Brasil - RJ
9.1.2020,Aparelho de Som,32.0,32.0,Uno Toys,1.0,32.0,32.0,10.0,Brasil - RJ
9.1.2020,Gravador,16.99,13.25,Southridge Video,2.0,33.98,26.5,6.0,Brasil - RJ
9.1.2020,Gravador,16.99,16.99,Southridge Video,1.0,16.99,16.99,5.0,Brasil - SP
9.1.2020,Gravador,16.99,11.72,Southridge Video,4.0,67.96,46.88,2.0,Brasil - ES
9.1.2020,Gravador,16.99,16.99,Southridge Video,5.0,84.95,84.95,3.0,Brasil - RJ
9.1.2020,Rádio,16.99,16.82,Southridge Video,1.0,16.99,16.82,10.0,Brasil - MA
9.1.2020,Gravador,16.99,16.99,Southridge Video,3.0,50.97,50.97,8.0,Brasil - SP
9.1.2020,Ventilador,89.0,89.0,Uno Toys,1.0,89.0,89.0,10.0,Brasil - RJ
9.1.2020,Gravador,6.99,6.99,Southridge Video,3.0,20.97,20.97,4.0,Brasil - RJ
9.1.2020,Ar Condicionado,25.0,25.0,Southridge Video,1.0,25.0,25.0,4.0,Brasil - SP
9.1.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,10.0,Brasil - SP
9.1.2020,Projetor,126.9,76.14,Southridge Video,1.0,126.9,76.14,7.0,Brasil - SP
9.1.2020,AR CONDICIONADO,126.9,126.9,SOUTHRIDGE VIDEO,5.0,634.5,634.5,9.0,Brasil - RJ
9.1.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,5.0,Brasil - SP
9.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - SP
9.1.2020,Ar Condicionado,126.9,126.9,Southridge Video,2.0,253.8,253.8,8.0,Brasil - RJ
9.1.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,4.0,Brasil - RJ
9.1.2020,Projetor,126.9,119.29,Southridge Video,1.0,126.9,119.29,1.0,Brasil - SP
9.1.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,9.0,Brasil - SP
9.1.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,1.0,Brasil - SP
9.1.2020,Monitor,126.9,102.79,Southridge Video,1.0,126.9,102.79,1.0,Brasil - SP
9.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
9.1.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,5.0,Brasil - SP
9.1.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,9.0,Brasil - SP
9.1.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,10.0,Brasil - RJ
10.1.2020,Gravador,6.99,5.52,Uno Toys,1.0,6.99,5.52,7.0,Brasil - SP
10.1.2020,Lâmpada,595.0,541.45,Contoso,1.0,595.0,541.45,4.0,Brasil - SP
10.1.2020,Lâmpada,595.0,535.5,Contoso,1.0,595.0,535.5,1.0,Brasil - ES
10.1.2020,Gravador,4.99,4.79,Uno Toys,3.0,14.97,14.37,10.0,Brasil - SP
10.1.2020,Microondas,329.0,230.3,Contoso,2.0,658.0,460.6,3.0,Brasil - RJ
10.1.2020,Projetor,69.0,69.0,Southridge Video,1.0,69.0,69.0,10.0,Brasil - SP
10.1.2020,Aparelho de Som,70.13,70.13,Uno Toys,1.0,70.13,70.13,5.0,Brasil - SP
10.1.2020,gravador,16.89,16.89,Uno Toys,4.0,67.56,67.56,7.0,Brasil - SP
10.1.2020,Rádio,16.99,16.99,Southridge Video,1.0,16.99,16.99,10.0,Brasil - SP
10.1.2020,Lâmpada,595.0,493.85,Contoso,1.0,595.0,493.85,8.0,Brasil - BA
10.1.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,6.0,Brasil - SP
10.1.2020,Microondas,329.0,325.71,Contoso,2.0,658.0,651.42,1.0,Brasil - ES
10.1.2020,Ventilador,32.0,32.0,Uno Toys,5.0,160.0,160.0,2.0,Brasil - ES
10.1.2020,Ar Condicionado,68.0,68.0,Contoso,5.0,340.0,340.0,4.0,Brasil - SP
10.1.2020,Ar Condicionado,126.9,83.75,Southridge Video,5.0,634.5,418.75,4.0,Brasil - RJ
10.1.2020,Projetor,126.9,126.9,Southridge Video,3.0,380.7,380.7,8.0,Brasil - SP
10.1.2020,Monitor,126.9,124.36,Southridge Video,1.0,126.9,124.36,6.0,Brasil - RJ
10.1.2020,PROJETOR,126.9,104.06,Southridge Video,1.0,126.9,104.06,5.0,Brasil - SP
10.1.2020,Monitor,126.9,123.09,Southridge Video,1.0,126.9,123.09,5.0,Brasil - RJ
10.1.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,2.0,Brasil - SP
10.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
10.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - RJ
10.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - SP
10.1.2020,Microondas,569.0,569.0,Litware,1.0,569.0,569.0,6.0,Brasil - RJ
11.1.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,7.0,Brasil - ES
11.1.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,3.0,Brasil - RJ
11.1.2020,Ar Condicionado,595.0,595.0,Contoso,2.0,1190.0,1190.0,9.0,Brasil - RJ
11.1.2020,Ar Condicionado,25.0,18.5,Contoso,4.0,100.0,74.0,2.0,Brasil - SP
11.1.2020,Câmera e Filmadora,299.23,299.23,Southridge Video,1.0,299.23,299.23,8.0,Brasil - RJ
11.1.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,5.0,Brasil - MA
11.1.2020,Ar Condicionado,595.0,595.0,Contoso,3.0,1785.0,1785.0,8.0,Brasil - ES
11.1.2020,Lâmpada,595.0,595.0,Southridge Video,5.0,2975.0,2975.0,9.0,Brasil - RJ
11.1.2020,Rádio,16.89,12.16,Uno Toys,1.0,16.89,12.16,1.0,Brasil - BA
11.1.2020,Gravador,16.89,16.89,Uno Toys,1.0,16.89,16.89,9.0,Brasil - SP
11.1.2020,Aparelho de Som,32.0,32.0,Uno Toys,1.0,32.0,32.0,1.0,Brasil - BA
11.1.2020,Aparelho de Som,70.13,70.13,Uno Toys,1.0,70.13,70.13,5.0,Brasil - RJ
11.1.2020,Ventilador,70.13,70.13,Uno Toys,3.0,210.39,210.39,8.0,Brasil - RJ
11.1.2020,Rádio,8.99,8.179999999999998,UNO TOYS,2.0,17.98,16.36,,Brasil - SP
11.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - SP
11.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - SP
11.1.2020,Projetor,126.9,78.68,Southridge Video,1.0,126.9,78.68,8.0,Brasil - BA
11.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - RJ
11.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - ES
11.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - SP
11.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - ES
11.1.2020,Projetor,126.9,87.56,Southridge Video,2.0,253.8,175.12,3.0,Brasil - SP
11.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - SP
11.1.2020,telefone para casa & escritório,326.0,326.0,Proseware,1.0,326.0,326.0,4.0,Brasil - SP
11.1.2020,Geladeira,269.9,167.34,Litware ,3.0,809.7,502.02,5.0,Brasil - ES
11.1.2020,Acessório para Câmera,326.0,326.0,Proseware,1.0,326.0,326.0,2.0,Brasil - SP
12.1.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,4.0,Brasil - SP
12.1.2020,Lâmpada,25.0,24.75,Contoso,2.0,50.0,49.5,1.0,Brasil - SP
12.1.2020,Gravador,4.98,4.98,Southridge Video,5.0,24.9,24.9,8.0,Brasil - SP
12.1.2020,Gravador,4.98,3.24,Southridge Video,1.0,4.98,3.24,4.0,Brasil - SP
12.1.2020,Ventilador,70.13,70.13,Uno Toys,1.0,70.13,70.13,9.0,Brasil - SP
12.1.2020,Ventilador,32.0,22.08,Uno Toys,1.0,32.0,22.08,4.0,Brasil - SP
12.1.2020,Gravador,16.99,16.99,Southridge Video,4.0,67.96,67.96,4.0,Brasil - BA
12.1.2020,Gravador,8.88,7.37,Southridge Video,1.0,8.88,7.37,5.0,Brasil - ES
12.1.2020,Lâmpada,595.0,446.25,Contoso,1.0,595.0,446.25,9.0,Brasil - SP
12.1.2020,Ar Condicionado,595.0,404.6,Contoso,1.0,595.0,404.6,8.0,Brasil - SP
12.1.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,2.0,Brasil - SP
12.1.2020,Gravador,4.98,4.98,Southridge Video,5.0,24.9,24.9,7.0,Brasil - SP
12.1.2020,Gravador,4.98,4.98,Southridge Video,1.0,4.98,4.98,9.0,Brasil - SP
12.1.2020,Geladeira,329.0,217.14,Southridge Video,4.0,1316.0,868.5599999999998,8.0,Brasil - RJ
12.1.2020,Ventilador,32.0,32.0,Uno Toys,1.0,32.0,32.0,8.0,Brasil - SP
12.1.2020,Rádio,16.99,16.65,Southridge Video,2.0,33.98,33.3,3.0,Brasil - RJ
12.1.2020,Gravador,16.99,16.99,Southridge Video,1.0,16.99,16.99,9.0,Brasil - ES
12.1.2020,Ventilador,70.13,70.13,Uno Toys,,210.39,210.39,10.0,Brasil - SP
12.1.2020,Gravador,6.99,6.99,Uno Toys,4.0,27.96,27.96,7.0,Brasil - ES
12.1.2020,Rádio,4.99,3.89,Uno Toys,3.0,14.97,11.67,3.0,Brasil - SP
12.1.2020,Rádio,4.99,4.99,Uno Toys,4.0,19.96,19.96,3.0,Brasil - RJ
12.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - RJ
12.1.2020,Ar Condicionado,126.9,126.9,Southridge Video,5.0,634.5,634.5,10.0,Brasil - RJ
12.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - SP
12.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - ES
12.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - BA
12.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - RJ
,PROJETOR,126.9,87.56,Southridge Video,1.0,126.9,87.56,4.0,Brasil - SP
12.1.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,3.0,Brasil - SP
12.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - SP
12.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,6.0,Brasil - RJ
12.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - SP
12.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - MA
12.1.2020,Microondas,269.9,269.9,Litware ,5.0,1349.5,1349.5,7.0,Brasil - RJ
12.1.2020,Microondas,269.9,269.9,Litware ,1.0,269.9,269.9,8.0,Brasil - SP
12.1.2020,Microondas,299.9,299.9,Litware ,1.0,299.9,299.9,4.0,Brasil - SP
13.1.2020,Ar Condicionado,595.0,595.0,Southridge Video,3.0,1785.0,1785.0,1.0,Brasil - SP
13.1.2020,ar condicionado,25.0,25.0,CONTOSO,5.0,125.0,125.0,5.0,Brasil - RJ
13.1.2020,Ventilador,109.0,109.0,Uno Toys,3.0,327.0,327.0,5.0,Brasil - MA
13.1.2020,Aparelho de Som,70.13,61.01,Uno Toys,3.0,210.39,183.03,7.0,Brasil - SP
13.1.2020,Gravador,8.99,8.99,Uno Toys,1.0,8.99,8.99,2.0,Brasil - SP
13.1.2020,Gravador,6.99,4.19,Uno Toys,2.0,13.98,8.38,10.0,Brasil - BA
13.1.2020,Gravador,16.89,16.89,Uno Toys,1.0,16.89,16.89,5.0,Brasil - SP
13.1.2020,Ar Condicionado,595.0,487.9,Contoso,1.0,595.0,487.9,6.0,Brasil - RJ
13.1.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,9.0,Brasil - BA
13.1.2020,Ar Condicionado,25.0,19.25,Contoso,2.0,50.0,38.5,10.0,Brasil - ES
13.1.2020,Gravador,16.99,16.99,Southridge Video,2.0,33.98,33.98,2.0,Brasil - BA
13.1.2020,Ventilador,64.9,64.9,Uno Toys,1.0,64.9,64.9,1.0,Brasil - SP
13.1.2020,Geladeira,429.0,429.0,Southridge Video,2.0,858.0,858.0,5.0,Brasil - SP
13.1.2020,Gravador,16.89,16.89,Uno Toys,1.0,16.89,16.89,4.0,Brasil - ES
13.1.2020,Aparelho de Som,28.0,22.12,Uno Toys,1.0,28.0,22.12,5.0,Brasil - BA
13.1.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,6.0,Brasil - SP
13.1.2020,Ar Condicionado,595.0,458.15,Contoso,1.0,595.0,458.15,8.0,Brasil - RJ
13.1.2020,Projetor,126.9,119.29,Southridge Video,1.0,126.9,119.29,7.0,Brasil - RJ
13.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - BA
13.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - SP
13.1.2020,Monitor,126.9,116.75,Southridge Video,1.0,126.9,116.75,3.0,Brasil - RJ
13.1.2020,MONITOR,126.9,126.9,Southridge Video,1.0,126.9,126.9,,Brasil - SP
13.1.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,1.0,Brasil - SP
13.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - BA
13.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - SP
13.1.2020,Projetor,126.9,116.75,Southridge Video,2.0,253.8,233.5,8.0,Brasil - MA
13.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - ES
13.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - SP
13.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - RJ
13.1.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,8.0,Brasil - SP
13.1.2020,Ar Condicionado,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - RJ
14.1.2020,Lâmpada,595.0,380.8,Contoso,4.0,2380.0,1523.2,7.0,Brasil - BA
14.1.2020,Ar Condicionado,595.0,595.0,Southridge Video,3.0,1785.0,1785.0,10.0,Brasil - SP
14.1.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,10.0,Brasil - BA
14.1.2020,Ar Condicionado,595.0,595.0,Contoso,2.0,1190.0,1190.0,9.0,Brasil - SP
14.1.2020,Ar Condicionado,595.0,595.0,Contoso,2.0,1190.0,1190.0,3.0,Brasil - SP
14.1.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,10.0,Brasil - MA
14.1.2020,Ar Condicionado,25.0,25.0,Contoso,2.0,50.0,50.0,7.0,Brasil - BA
14.1.2020,Lâmpada,68.0,68.0,Contoso,1.0,68.0,68.0,1.0,Brasil - ES
14.1.2020,Geladeira,569.0,569.0,Litware,1.0,569.0,569.0,2.0,Brasil - RJ
14.1.2020,Ventilador,70.13,70.13,Uno Toys,1.0,70.13,70.13,8.0,Brasil - SP
14.1.2020,aparelho de som,32.0,32.0,Uno Toys,3.0,96.0,96.0,9.0,Brasil - SP
14.1.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,6.0,Brasil - ES
14.1.2020,Ar Condicionado,595.0,541.45,Contoso,1.0,595.0,541.45,3.0,Brasil - SP
14.1.2020,Ar Condicionado,595.0,398.65,Contoso,1.0,595.0,398.65,6.0,Brasil - RJ
14.1.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,3.0,Brasil - ES
14.1.2020,"Impressora, Scanner & Fax",9.99,9.99,Contoso,1.0,9.99,9.99,7.0,Brasil - RJ
14.1.2020,Geladeira,199.0,181.09,Southridge Video,1.0,199.0,181.09,7.0,Brasil - SP
14.1.2020,Geladeira,299.9,299.9,Litware ,2.0,599.8,599.8,5.0,Brasil - SP
14.1.2020,Aparelho de Som,94.8,94.8,Uno Toys,5.0,474.0,474.0,1.0,Brasil - SP
14.1.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,2.0,Brasil - SP
14.1.2020,RÁDIO,16.89,16.89,UNO TOYS,3.0,50.67,50.67,10.0,Brasil - SP
14.1.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,2.0,Brasil - BA
14.1.2020,Ar Condicionado,595.0,476.0,Contoso,1.0,595.0,476.0,4.0,Brasil - SP
14.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - ES
14.1.2020,Ar Condicionado,126.9,126.9,Southridge Video,5.0,634.5,634.5,3.0,Brasil - RJ
14.1.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,2.0,Brasil - BA
14.1.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,2.0,Brasil - RJ
14.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - SP
14.1.2020,Projetor,126.9,118.02,Southridge Video,1.0,126.9,118.02,4.0,Brasil - MA
14.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - SP
14.1.2020,Projetor,126.9,104.06,Southridge Video,1.0,126.9,104.06,5.0,Brasil - SP
14.1.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,5.0,Brasil - SP
14.1.2020,Projetor,126.9,82.48999999999998,Southridge Video,2.0,253.8,164.98,4.0,Brasil - SP
14.1.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,3.0,Brasil - SP
14.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - SP
14.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - ES
14.1.2020,Projetor,126.9,107.87,Southridge Video,1.0,126.9,107.87,2.0,Brasil - RJ
14.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - ES
14.1.2020,Projetor,126.9,82.48999999999998,Southridge Video,1.0,126.9,82.48999999999998,9.0,Brasil - RJ
14.1.2020,Microondas,299.9,299.9,Litware ,2.0,599.8,599.8,7.0,Brasil - SP
14.1.2020,Microondas,569.0,341.4,Litware,1.0,569.0,341.4,10.0,Brasil - RJ
14.1.2020,Geladeira,569.0,341.4,Litware,2.0,1138.0,682.8,5.0,Brasil - RJ
15.1.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,9.0,Brasil - SP
15.1.2020,Ar Condicionado,25.0,25.0,Contoso,2.0,50.0,50.0,10.0,Brasil - SP
15.1.2020,Desktop,445.0,445.0,Contoso,3.0,1335.0,1335.0,7.0,Brasil - ES
15.1.2020,Monitor,109.0,109.0,Southridge Video,,109.0,109.0,4.0,Brasil - SP
15.1.2020,Monitor,109.0,68.67,Southridge Video,1.0,109.0,68.67,8.0,Brasil - SP
15.1.2020,Microondas,299.9,299.9,Litware ,5.0,1499.5,1499.5,9.0,Brasil - SP
15.1.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,4.0,Brasil - ES
15.1.2020,Lâmpada,595.0,595.0,Contoso,3.0,1785.0,1785.0,4.0,Brasil - SP
15.1.2020,lâmpada,25.0,25.0,Southridge Video,1.0,25.0,25.0,6.0,Brasil - ES
15.1.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,8.0,Brasil - SP
15.1.2020,Rádio,8.99,7.19,Uno Toys,1.0,8.99,7.19,10.0,Brasil - SP
15.1.2020,Rádio,6.99,6.64,Uno Toys,5.0,34.95,33.2,3.0,Brasil - ES
15.1.2020,Geladeira,409.0,409.0,Contoso,1.0,409.0,409.0,2.0,Brasil - SP
15.1.2020,Ventilador,28.0,28.0,Uno Toys,1.0,28.0,28.0,1.0,Brasil - SP
15.1.2020,Rádio,8.99,8.99,Uno Toys,1.0,8.99,8.99,1.0,Brasil - SP
15.1.2020,Gravador,8.99,8.99,Uno Toys,2.0,17.98,17.98,8.0,Brasil - RJ
15.1.2020,Ar Condicionado,595.0,541.45,Contoso,1.0,595.0,541.45,2.0,Brasil - RJ
15.1.2020,Lâmpada,595.0,595.0,Southridge Video,1.0,595.0,595.0,7.0,Brasil - RJ
15.1.2020,Lâmpada,595.0,386.75,Contoso,4.0,2380.0,1547.0,,Brasil - SP
15.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - RJ
15.1.2020,Monitor,126.9,102.79,Southridge Video,5.0,634.5,513.95,3.0,Brasil - SP
15.1.2020,Projetor,126.9,125.63,Southridge Video,1.0,126.9,125.63,4.0,Brasil - SP
15.1.2020,Monitor,126.9,121.82,Southridge Video,1.0,126.9,121.82,10.0,Brasil - SP
15.1.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,9.0,Brasil - SP
15.1.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,8.0,Brasil - SP
15.1.2020,Monitor,126.9,85.01999999999998,Southridge Video,2.0,253.8,170.04,5.0,Brasil - ES
15.1.2020,Monitor,126.9,126.9,Southridge Video,5.0,634.5,634.5,6.0,Brasil - RJ
15.1.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - RJ
15.1.2020,Ar Condicionado,126.9,126.9,SOUTHRIDGE VIDEO,4.0,507.6,507.6,2.0,Brasil - RJ
15.1.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - RJ
15.1.2020,Projetor,126.9,126.9,Southridge Video,2.0,253.8,253.8,9.0,Brasil - RJ
15.1.2020,Monitor,126.9,126.9,Southridge Video,5.0,634.5,634.5,6.0,Brasil - SP
15.1.2020,Tablet,228.0,228.0,Proseware,4.0,912.0,912.0,1.0,Brasil - RJ
15.1.2020,Smartphone,228.0,228.0,Proseware,1.0,228.0,228.0,3.0,Brasil - SP
15.1.2020,Tablet,228.0,228.0,Proseware,4.0,912.0,912.0,9.0,Brasil - RJ
15.1.2020,Tablet,228.0,145.92,Proseware,1.0,228.0,145.92,5.0,Brasil - ES
15.1.2020,Smartphone,228.0,228.0,Proseware,5.0,1140.0,1140.0,6.0,Brasil - RJ
15.1.2020,Tablet,228.0,228.0,Proseware,1.0,228.0,228.0,1.0,Brasil - ES
15.1.2020,TABLET,228.0,228.0,Proseware,4.0,912.0,912.0,9.0,Brasil - RJ
15.1.2020,Tablet,228.0,168.72,Proseware,4.0,912.0,674.88,6.0,Brasil - RJ
15.1.2020,Tablet,228.0,228.0,Proseware,5.0,1140.0,1140.0,1.0,Brasil - RJ
15.1.2020,Tablet,228.0,228.0,Proseware,4.0,912.0,912.0,3.0,Brasil - RJ
16.1.2020,Lâmpada,595.0,595.0,Contoso,3.0,1785.0,1785.0,4.0,Brasil - RJ
16.1.2020,Lâmpada,68.0,59.16,Contoso,1.0,68.0,59.16,5.0,Brasil - SP
16.1.2020,Microondas,409.0,409.0,Contoso,1.0,409.0,409.0,10.0,Brasil - SP
16.1.2020,Geladeira,889.0,889.0,Contoso,2.0,1778.0,1778.0,1.0,Brasil - MA
16.1.2020,Ventilador,32.0,24.0,Uno Toys,1.0,32.0,24.0,7.0,Brasil - RJ
16.1.2020,Lâmpada,595.0,368.9,Contoso,1.0,595.0,368.9,9.0,Brasil - RJ
,ar condicionado,25.0,22.5,Contoso,5.0,125.0,112.5,6.0,Brasil - SP
16.1.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,7.0,Brasil - SP
16.1.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,6.0,Brasil - RJ
16.1.2020,Ar Condicionado,25.0,25.0,Contoso,2.0,50.0,50.0,3.0,Brasil - RJ
16.1.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,7.0,Brasil - SP
16.1.2020,Gravador,8.88,8.88,Southridge Video,3.0,26.64,26.64,6.0,Brasil - SP
16.1.2020,Gravador,16.99,12.06,Southridge Video,4.0,67.96,48.24,8.0,Brasil - SP
16.1.2020,Rádio,6.99,4.89,Southridge Video,3.0,20.97,14.67,3.0,Brasil - SP
16.1.2020,Aparelho de Som,72.45,68.83,Uno Toys,2.0,144.9,137.66,3.0,Brasil - SP
16.1.2020,Ventilador,109.0,109.0,Uno Toys,1.0,109.0,109.0,4.0,Brasil - RJ
16.1.2020,Aparelho de Som,32.0,32.0,Uno Toys,1.0,32.0,32.0,8.0,Brasil - ES
16.1.2020,Microondas,299.0,191.36,Litware ,1.0,299.0,191.36,7.0,Brasil - SP
